"Finland","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","99","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","97","","","100","100","100","96","","","100","100","100","95","","","100","100","100","95","","","100","100","100","94","","","100","100","100","94","","","100","100","100","93","","","100","100","100","92","",""
"France","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","","","100","100","100","97","",""
"Gabon","86","90","55","","","","86","90","55","","","","85","90","55","","","","85","89","54","","","","85","90","53","","","","85","90","52","","","","84","90","50","","","","84","90","49","","","","84","90","48","","","","83","90","47","","","","83","90","46","","","","83","90","45","","","","82","90","43","","","","82","91","42","","","","81","91","41","","","","81","91","40","","","","80","91","38","","","","80","91","37","","",""
"Gambia","78","87","63","","68","","78","87","63","","68","","78","87","63","","68","","77","87","64","","66","","77","87","64","","65","","77","87","64","","63","","77","86","65","","61","","77","86","65","","59","","76","86","65","","57","","76","85","65","","56","","76","85","66","","54","","76","85","66","","52","","76","84","66","","50","","76","84","67","","48","","75","84","67","","47","","75","83","67","","45","","75","83","68","","43","","75","83","68","","41",""
"Georgia","98","100","96","80","","","98","100","96","80","","","98","100","95","80","","","98","100","95","79","","","97","100","93","79","","","96","99","92","79","","","96","99","92","79","","","96","99","91","79","","","95","99","91","78","","","95","99","90","78","","","95","99","90","78","","","95","99","90","77","","","94","99","89","76","","","94","99","89","76","","","94","99","88","75","","","93","99","88","75","","","93","98","87","75","","","93","98","87","75","",""
"Germany","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","",""
"Ghana","81","93","68","36","57","11","80","92","67","35","55","11","79","91","66","33","53","10","78","90","65","32","51","9","77","89","65","30","49","8","76","88","64","28","48","7","75","87","63","27","46","7","74","86","62","25","44","6","73","85","61","24","43","5","72","84","61","23","41","5","71","83","60","21","39","4","70","83","59","20","38","3","69","82","58","18","36","3","68","81","57","17","34","2","67","80","57","16","33","1","66","79","56","15","31","1","65","78","55","13","30","0","64","78","54","13","30","0"
"Greece","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","99","100","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","","","100","100","99","99","",""
"Grenada","96","","","87","","","96","","","87","","","96","","","87","","","96","","","87","","","96","","","87","","","96","","","87","","","96","","","87","","","96","","","87","","","95","","","87","","","95","","","86","","","95","","","85","","","95","","","84","","","94","","","83","","","94","","","82","","","94","","","81","","","94","","","81","","","94","","","80","","","93","","","79","",""
"Guatemala","94","98","90","56","66","46","94","98","90","56","65","46","93","98","89","55","65","45","93","97","88","54","64","45","92","97","88","54","64","45","92","97","87","53","63","44","91","97","86","53","62","44","91","97","85","52","62","43","90","96","85","52","61","43","90","96","84","51","60","43","89","96","83","51","60","42","89","96","83","50","59","42","88","96","82","49","58","41","88","95","81","49","58","41","87","95","81","48","57","41","87","95","80","48","57","40","86","95","79","47","56","40","86","95","78","47","55","39"
"Guinea","62","86","49","","","","62","86","49","","","","62","86","50","","","","62","85","50","","","","63","85","51","","","","63","85","51","","","","63","85","51","","","","63","85","52","","","","63","85","52","","","","63","85","52","","","","63","85","52","","","","63","85","53","","","","63","85","53","","","","63","85","53","","","","63","85","53","","","","63","85","53","","","","63","84","53","","","","63","84","53","","",""
"Guinea-Bissau","67","84","53","","","","67","84","53","","","","66","84","53","","","","65","83","52","","","","64","82","51","","","","63","82","51","","","","63","81","50","","","","62","81","49","","","","61","80","48","","","","60","79","48","","","","59","79","47","","","","58","78","46","","","","58","78","45","","","","57","77","45","","","","56","76","44","","","","55","76","43","","","","54","75","42","","","","53","74","41","","",""
"Guyana","96","100","94","","","","96","100","94","","","","95","100","93","","","","95","100","93","","","","94","99","92","","","","94","98","92","","","","93","98","91","","","","93","97","91","","","","92","97","90","","","","92","97","90","","","","91","96","89","","","","91","96","89","","","","90","95","88","","","","90","95","88","","","","89","94","87","","","","89","94","87","","","","88","93","86","","","","88","93","86","","",""
"Haiti","65","85","43","","","","65","85","43","","","","65","85","42","","","","64","85","42","","","","64","85","42","","","","63","85","42","","","","63","85","42","","","","62","85","42","","","","62","85","42","","","","61","85","42","","","","61","85","41","","","","60","85","41","","","","60","85","41","","","","59","85","41","","","","59","85","41","","","","58","85","41","","","","57","85","41","","","","56","85","40","","",""
"Honduras","95","99","89","","","19","94","99","88","","","18","94","99","87","","","18","93","99","87","","","18","93","98","86","","","18","92","98","85","","","18","92","98","84","","","18","91","98","84","","","17","90","98","83","","","17","90","97","82","","","17","89","97","81","","","17","89","97","81","","","17","88","97","80","","","17","87","96","79","","","16","87","96","78","","","16","86","96","78","","","16","85","96","77","","","16","85","95","76","","","16"
"Hungary","100","100","100","90","","","100","100","100","87","","","100","100","100","84","","","100","100","100","81","","","100","100","100","78","","","100","100","100","76","","","100","100","100","73","","","100","100","100","70","","","100","100","100","67","","","100","100","100","64","","","100","100","100","62","","","100","100","100","59","","","100","100","100","56","","","100","100","100","53","","","100","100","100","51","","","100","100","100","51","","","100","100","100","51","","","100","100","100","51","",""
"Iceland","100","100","100","100","","","100","100","100","100","","","100","100","100","99","","","100","100","100","98","","","100","100","100","98","","","100","100","100","97","","","100","100","100","96","","","100","100","100","96","","","100","100","100","95","","","100","100","100","95","","","100","100","100","94","","","100","100","100","93","","","100","100","100","93","","","100","100","100","92","","","100","100","100","91","","","100","100","100","91","","","100","100","100","90","","","100","100","100","90","",""
"India","93","96","91","","","56","92","96","90","","","54","91","95","89","","","51","90","95","88","","","49","89","95","87","","","47","89","95","86","","","44","88","94","85","","","42","87","94","84","","","40","86","94","83","","","38","85","93","82","","","36","84","93","81","","","34","84","93","80","","","32","83","93","79","","","29","82","92","78","","","27","81","92","77","","","25","80","92","76","","","23","80","92","75","","","22","79","91","74","","","20"
"Indonesia","89","95","82","","","","89","95","81","","","","88","95","80","","","","87","94","79","","","","87","94","78","","","","86","94","77","","","","85","93","76","","","","84","93","76","","","","84","93","75","","","","83","92","74","","","","82","92","73","","","","81","92","72","","","","80","91","71","","","","79","91","70","","","","78","91","69","","","","78","90","68","","","","77","90","67","","","","76","90","66","","",""
"Iran (Islamic Republic of)","95","97","89","92","95","83","95","97","89","92","95","83","95","97","89","92","95","83","95","97","89","92","95","83","95","97","89","92","95","83","95","97","89","92","95","83","95","98","89","92","95","83","95","98","89","92","95","83","95","98","89","92","95","83","95","98","89","91","95","83","95","98","89","91","95","83","95","98","90","91","95","83","95","98","90","91","95","83","95","98","90","91","95","83","95","98","90","91","95","83","95","98","90","91","95","83","95","98","90","91","95","83","95","98","90","91","95","83"
"Iraq","97","99","91","59","64","46","96","99","89","58","64","45","95","98","87","58","64","44","94","98","84","57","63","43","93","98","82","57","63","42","92","97","80","56","63","41","91","97","78","56","63","40","90","97","75","55","63","38","89","96","73","55","62","37","88","96","71","54","62","36","87","96","69","54","62","35","86","95","66","53","62","34","85","95","64","53","62","33","84","95","62","52","61","32","83","94","60","52","61","30","82","94","57","51","61","29","81","94","55","51","61","28","81","94","53","50","61","27"
"Ireland","97","97","98","97","","","97","97","98","97","","","97","97","98","97","","","97","97","98","97","","","97","97","98","97","","","97","97","98","96","","","97","97","98","96","","","97","97","98","96","","","97","97","98","96","","","97","97","98","95","","","97","97","98","95","","","97","97","98","95","","","97","97","98","94","","","97","97","98","94","","","97","97","98","94","","","97","97","98","94","","","97","97","97","93","","","97","97","97","93","",""
"Israel","100","100","100","99","99","99","100","100","100","99","99","99","100","100","100","99","99","99","100","100","100","100","100","99","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Italy","99","99","99","95","","","99","99","99","95","","","99","99","99","94","","","99","99","99","94","","","99","100","99","93","","","100","100","99","93","","","100","100","100","92","","","100","100","100","92","","","100","100","100","91","","","100","100","100","91","","","100","100","100","90","","","100","100","100","90","","","100","100","100","89","","","100","100","100","89","","","100","100","100","88","","","100","100","100","88","","","100","100","100","87","","","100","100","100","86","",""
"Jamaica","91","96","85","","","","91","96","85","","","","90","95","84","","","","90","95","84","","","","90","95","84","","","","91","96","84","","","","91","96","85","","","","91","96","85","","","","92","97","86","","","","92","97","86","","","","92","97","87","","","","93","97","87","","","","93","98","88","","","","93","98","88","","","","94","98","89","","","","93","98","89","","","","93","98","88","","","","93","98","88","","",""
"Japan","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","98","","","98","","","98","","","98","","","98","","","98","","","98","","","98","","","98","","","98","",""
"Jordan","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","99","98","94","","","99","100","98","94","","","99","100","98","94","","","99","100","98","94","","","99","100","98","94","","","99","100","98","94","","","99","100","98","94","",""
"Kazakhstan","96","98","92","90","","","95","98","91","88","","","94","98","90","86","","","94","98","88","84","","","93","98","87","82","","","93","98","86","80","","","92","97","85","77","","","91","97","84","75","","","91","97","82","73","","","90","96","81","71","","","89","96","80","69","","","88","96","79","67","","","88","96","78","65","","","87","95","76","64","","","86","95","75","62","","","86","95","74","60","","","85","94","73","58","","","85","94","72","58","",""
"Kenya","59","85","50","","50","","58","85","49","","51","","58","85","48","","52","","57","85","47","","53","","56","85","47","","53","","56","86","46","","54","","55","86","45","","55","","54","86","45","","56","","54","86","44","","57","","53","86","43","","58","","52","87","42","","59","","52","87","42","","59","","51","87","41","","60","","50","87","40","","61","","49","87","39","","62","","49","88","39","","63","","48","88","38","","62","","47","88","37","","62",""
"Kiribati","72","","","","","","70","","","","","","69","","","","","","68","","","","","","67","","","","","","65","","","","","","64","","","","","","63","","","","","","61","","","","","","60","","","","","","59","","","","","","58","","","","","","56","","","","","","55","","","","","","54","","","","","","53","","","","","","51","","","","","","50","","","","",""
"Kuwait","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","","","100","",""
"Kyrgyzstan","87","97","82","68","94","54","87","97","82","68","94","54","87","97","81","66","93","52","87","97","81","65","92","49","86","97","80","63","91","47","86","97","80","61","90","45","85","97","79","59","89","43","85","97","78","57","88","41","84","96","78","55","86","39","84","96","77","54","85","37","83","96","77","52","84","34","83","96","76","50","83","32","83","96","75","49","82","30","82","95","75","47","81","29","82","95","74","47","81","28","81","95","74","47","81","28","81","95","73","46","80","28","81","95","73","46","80","28"
"Lao People's Democratic Republic","82","94","76","16","26","11","80","93","73","16","26","10","78","92","71","15","26","10","76","91","69","15","25","10","74","90","67","14","25","10","72","89","64","14","25","9","70","88","62","14","25","9","68","87","60","13","24","9","66","86","58","13","24","8","64","85","56","13","24","8","62","84","53","12","23","8","60","83","51","12","23","7","58","82","49","11","23","7","56","81","47","11","23","7","53","80","45","10","22","6","51","79","42","9","22","5","49","78","40","7","22","2","47","77","38","5","21","0"
"Latvia","99","99","98","95","","","99","99","98","95","","","99","99","98","95","","","98","99","98","95","","","98","99","98","94","","","98","99","97","94","","","98","99","97","94","","","98","99","97","94","","","98","99","97","94","","","98","99","97","93","","","98","99","97","93","","","98","99","97","93","","","98","99","96","93","","","98","99","96","93","","","98","99","96","93","","","98","99","96","93","","","98","99","96","93","","","98","99","96","93","",""
"Lebanon","93","","","48","","","93","","","48","","","92","","","48","","","92","","","47","","","91","","","47","","","91","","","47","","","90","","","47","","","90","","","46","","","90","","","46","","","89","","","46","","","89","","","46","","","88","","","45","","","88","","","45","","","87","","","45","","","87","","","45","","","86","","","44","","","86","","","44","","","85","","","44","",""
"Lesotho","69","93","59","","","","69","93","59","","","","68","92","60","","","","68","91","60","","","","68","91","60","","","","68","90","61","","","","68","89","61","","","","68","88","61","","","","68","87","62","","","","68","87","62","","","","68","86","62","","","","68","85","63","","","","68","84","63","","","","68","83","63","","","","67","83","63","","","","67","82","64","","","","67","81","64","","","","67","80","64","","",""
"Liberia","73","84","62","","","","72","83","61","","","","72","83","61","","","","71","83","60","","","","71","83","60","","","","70","82","59","","","","70","82","58","","","","69","82","58","","","","69","82","57","","","","68","81","56","","","","68","81","56","","","","67","81","55","","","","66","81","54","","","","66","80","53","","","","65","80","52","","","","64","79","51","","","","63","79","51","","","","62","78","50","","",""
"Libya","99","","","","","","99","","","","","","98","","","","","","97","","","","","","96","","","","","","95","","","","","","94","","","","","","93","","","","","","92","","","","","","91","","","","","","91","","","","","","90","","","","","","89","","","","","","88","","","","","","87","","","","","","86","","","","","","85","","","","","","84","","","","",""
"Lithuania","98","100","93","92","","","97","100","92","92","","","97","99","91","91","","","96","99","90","89","","","96","99","89","87","","","95","99","88","86","","","95","99","87","84","","","94","99","86","82","","","94","98","85","80","","","93","98","84","78","","","93","98","83","77","","","92","98","82","75","","","92","98","81","73","","","91","97","79","71","","","91","97","78","70","","","91","97","77","69","","","90","97","76","69","","","90","97","75","69","",""
"Luxembourg","100","100","99","100","100","97","100","100","99","100","100","98","100","100","99","100","100","98","100","100","99","100","100","99","100","100","100","100","100","99","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"
"Madagascar","54","86","36","","","","53","85","36","","","","52","84","35","","","","51","83","34","","","","50","82","33","","","","48","80","32","","","","47","79","32","","","","46","78","31","","","","45","77","30","","","","44","76","29","","","","43","75","29","","","","42","74","28","","","","41","73","27","","","","39","72","27","","","","38","71","26","","","","38","70","25","","","","37","69","24","","","","36","68","24","","",""
"Malawi","69","86","65","","","","68","86","64","","","","67","86","63","","","","66","86","62","","","","65","86","61","","","","64","86","60","","","","63","86","59","","","","62","86","58","","","","61","86","57","","","","60","86","56","","","","60","86","55","","","","59","86","54","","","","58","86","53","","","","57","86","52","","","","56","86","51","","","","55","86","49","","","","54","86","48","","","","53","86","47","","",""
"Malaysia","97","99","89","93","","","97","99","90","93","","","97","99","90","93","","","97","99","90","93","","","97","99","91","93","","","97","99","91","93","","","97","99","91","93","","","97","99","91","93","","","97","99","92","93","","","97","99","92","93","","","97","99","92","93","","","97","99","93","93","","","97","99","93","93","","","97","99","93","93","","","97","99","94","93","","","97","99","94","93","","","97","99","94","93","","","97","99","94","93","",""
"Maldives","99","98","100","","","","99","98","100","","","","99","98","100","","","","99","98","99","","","","98","98","98","","","","98","98","98","","","","98","98","97","","","","97","98","97","","","","97","98","96","","","","96","98","95","","","","96","98","95","","","","95","98","94","","","","95","98","93","","","","95","98","93","","","","94","98","92","","","","94","98","92","","","","93","98","91","","","","92","98","90","","",""
"Mali","78","92","68","","","","77","91","66","","","","75","90","65","","","","73","89","63","","","","71","89","61","","","","70","88","59","","","","68","87","57","","","","66","86","55","","","","65","85","54","","","","63","84","52","","","","61","83","50","","","","59","82","48","","","","58","81","46","","","","56","80","45","","","","54","79","43","","","","52","78","41","","","","50","77","39","","","","49","76","38","","",""
"Malta","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","",""
"Marshall Islands","88","87","94","","","","87","85","95","","","","86","83","95","","","","85","82","96","","","","84","80","96","","","","83","78","97","","","","82","77","97","","","","81","75","98","","","","80","73","98","","","","79","72","99","","","","78","70","99","","","","77","69","99","","","","76","67","99","","","","76","67","99","","","","77","67","99","","","","77","67","99","","","","77","67","99","","","","","","","","",""
"Mauritania","71","89","50","","","","69","88","48","","","","67","86","47","","","","65","85","45","","","","63","84","44","","","","61","82","42","","","","60","81","40","","","","58","79","39","","","","56","78","37","","","","54","77","36","","","","52","75","35","","","","51","74","33","","","","49","73","32","","","","47","71","30","","","","45","70","29","","","","44","69","28","","","","42","67","26","","","","41","67","25","","",""
"Mauritius","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","100","","","","100","100","99","","","","100","100","99","","","","100","100","99","","","","100","100","99","","","","99","100","99","","","","99","100","99","","","","99","100","99","","","","99","100","99","","","","99","100","99","","",""
"Mexico","99","100","97","43","","","99","100","95","43","","","98","99","94","42","","","98","99","93","42","","","97","99","92","42","","","97","98","91","42","","","96","98","90","42","","","96","98","88","41","","","95","98","87","41","","","95","97","86","41","","","94","97","84","41","","","93","97","83","40","","","93","96","81","40","","","92","96","80","40","","","91","95","78","40","","","90","95","76","39","","","90","95","75","39","","","89","94","73","39","",""
"Micronesia (Federated States of)","79","","","","","","79","","","","","","79","","","","","","79","","","","","","80","","","","","","80","","","","","","81","","","","","","82","","","","","","82","","","","","","83","","","","","","83","","","","","","84","","","","","","85","","","","","","85","","","","","","86","","","","","","86","","","","","","87","","","","","","88","","","","",""
"Monaco","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100","","100","100",""
"Mongolia","83","96","56","24","","","83","96","55","24","","","82","95","53","24","","","81","95","51","24","","","80","94","49","24","","","79","93","48","24","","","78","93","46","24","","","77","92","44","24","","","75","92","42","24","","","74","91","41","24","","","72","91","39","24","","","71","90","38","24","","","69","89","36","24","","","68","89","35","23","","","66","88","33","23","","","65","88","32","23","","","63","87","30","23","","","62","87","29","22","",""
"Montenegro","97","96","99","94","94","","97","96","99","93","94","","97","96","99","92","94","","96","96","97","92","94","","96","96","96","91","94","","96","96","95","91","94","","96","96","95","90","94","","96","96","95","89","95","","96","97","95","88","95","","96","97","95","86","95","","96","97","94","85","95","","96","97","94","83","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Morocco","87","97","71","70","89","40","87","97","71","70","89","40","85","96","68","69","89","39","84","96","65","68","89","37","82","96","62","67","88","36","81","95","59","66","88","35","79","95","56","65","88","33","77","95","53","64","88","32","76","95","51","63","88","31","74","94","48","62","88","29","73","94","45","61","87","28","71","94","43","60","87","27","69","93","40","59","87","26","68","93","38","58","87","24","66","93","35","58","87","23","65","92","33","57","86","22","64","92","30","56","86","20","62","92","28","55","86","19"
"Mozambique","56","84","40","","","","53","83","38","","","","51","81","36","","","","49","79","33","","","","47","78","31","","","","44","76","29","","","","42","75","27","","","","40","73","25","","","","38","71","23","","","","36","70","20","","","","33","68","18","","","","31","66","16","","","","29","65","14","","","","27","63","12","","","","25","62","10","","","","23","60","8","","","","21","58","6","","","","20","58","4","","",""
"Myanmar","82","93","77","","","","81","92","76","","","","80","92","75","","","","78","91","73","","","","76","89","70","","","","73","87","67","","","","71","86","65","","","","68","84","62","","","","66","83","59","","","","64","81","57","","","","61","79","54","","","","59","78","52","","","","57","76","49","","","","55","75","47","","","","53","73","45","","","","50","71","42","","","","48","70","40","","","","46","68","38","","",""
"Namibia","83","96","69","","","","82","97","69","","","","82","97","69","","","","82","97","69","","","","81","97","69","","","","81","97","68","","","","80","97","68","","","","80","97","68","","","","80","97","68","","","","79","97","68","","","","79","97","68","","","","79","97","67","","","","78","98","67","","","","78","98","67","","","","78","98","67","","","","77","98","67","","","","77","98","67","","","","77","98","66","","",""
"Nauru","99","99","","","","","99","99","","","","","99","99","","","","","99","99","","","","","99","99","","","","","99","99","","","","","98","98","","","","","98","98","","","","","98","98","","","","","98","98","","","","","98","98","","","","","97","97","","","","","97","97","","","","","97","97","","","","","97","97","","","","","96","96","","","","","96","96","","","","","96","96","","","",""
"Nepal","89","89","89","27","34","26","88","89","88","27","34","25","88","90","87","27","34","25","87","90","87","27","34","25","87","90","86","26","34","25","86","90","86","26","34","25","86","90","85","26","34","24","85","91","84","26","34","24","85","91","84","26","35","24","84","91","83","26","35","24","84","91","82","25","35","24","83","92","82","25","35","23","83","92","81","25","35","23","82","92","81","25","35","23","82","92","80","25","35","23","81","93","79","24","35","23","81","93","79","24","35","22","80","93","78","24","35","22"
"Netherlands","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","",""
"New Zealand","100","100","100","100","","","100","100","100","100","","","100","100","100","99","","","100","100","100","97","","","100","100","100","95","","","100","100","100","93","","","100","100","100","91","","","100","100","100","89","","","100","100","100","87","","","100","100","100","84","","","100","100","100","82","","","100","100","100","80","","","100","100","100","78","","","100","100","100","78","","","100","100","100","78","","","100","100","100","78","","","100","100","100","78","","","100","100","100","78","",""
"Nicaragua","82","98","59","52","67","29","82","98","59","52","67","29","81","97","60","51","67","30","81","97","60","51","67","30","81","97","60","51","67","30","81","97","60","51","67","30","81","97","61","51","67","30","81","97","61","51","67","30","81","97","61","51","67","30","81","97","61","51","67","30","81","97","62","51","67","30","81","96","62","51","67","30","81","96","62","51","67","30","81","96","62","50","67","30","81","96","63","50","66","30","81","96","63","50","66","30","81","96","63","49","66","28","81","96","63","48","66","26"
"Niger","50","84","44","","","","50","85","43","","","","49","85","42","","","","48","86","41","","","","47","87","40","","","","46","87","38","","","","46","88","37","","","","45","88","36","","","","44","89","35","","","","43","89","34","","","","42","90","33","","","","41","91","32","","","","40","91","31","","","","39","92","29","","","","39","92","28","","","","38","93","27","","","","37","93","26","","","","36","94","24","","",""
"Nigeria","71","87","56","20","25","16","70","87","54","20","25","15","69","86","53","20","24","15","67","85","52","19","24","15","66","84","51","19","24","15","65","83","49","19","24","14","63","82","48","19","24","14","62","81","47","18","24","14","60","80","46","18","24","14","59","79","45","18","24","13","58","78","43","18","24","13","56","78","42","17","24","13","55","77","41","17","24","13","53","76","40","17","24","12","52","75","38","16","24","12","51","74","37","16","24","12","49","73","36","16","24","11","48","73","35","15","23","11"
"Niue","98","","","97","","","98","","","97","","","98","","","97","","","98","","","97","","","98","","","97","","","98","","","97","","","98","","","97","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","","","99","","","98","",""
"Norway","100","100","100","98","","","100","100","100","98","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","99","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","","","100","100","100","100","",""
"Oman","92","95","78","90","","","92","95","78","90","","","92","95","78","90","","","91","94","76","89","","","89","93","74","87","","","87","92","72","86","","","86","91","70","84","","","84","90","67","83","","","83","89","65","81","","","81","88","63","80","","","80","87","61","78","","","78","85","58","77","","","77","84","56","75","","","76","84","56","75","","","76","84","56","75","","","76","84","56","75","","","76","84","56","75","","","","","","","",""
"Pakistan","91","94","90","35","40","33","91","94","89","36","41","33","91","94","89","36","42","33","90","94","88","36","42","32","90","94","88","36","43","32","90","94","87","36","44","32","89","95","87","37","45","32","89","95","86","37","45","32","89","95","86","37","46","32","88","95","85","37","47","32","88","95","85","37","48","32","88","95","84","38","49","32","87","95","84","38","49","32","87","95","83","38","50","32","87","95","83","38","50","32","86","95","82","38","50","32","86","95","82","38","50","32","86","95","81","38","51","32"
"Palau","100","100","100","","","","100","100","100","","","","100","100","99","","","","99","100","97","","","","99","100","95","","","","98","99","94","","","","97","99","92","","","","96","99","90","","","","96","98","88","","","","95","98","87","","","","94","97","85","","","","93","97","83","","","","92","97","81","","","","91","96","80","","","","91","96","78","","","","91","96","78","","","","91","96","78","","","","91","96","78","","",""
"Panama","96","98","93","","","","96","98","92","","","","95","98","91","","","","95","98","89","","","","94","98","88","","","","94","98","87","","","","94","98","86","","","","93","98","85","","","","93","97","84","","","","92","97","83","","","","92","97","82","","","","92","97","81","","","","91","97","80","","","","91","97","79","","","","90","97","78","","","","90","97","77","","","","89","97","76","","","","88","97","75","","",""
"Papua New Guinea","41","86","35","","","","41","86","34","","","","40","85","33","","","","40","85","33","","","","39","85","32","","","","38","85","32","","","","38","85","31","","","","37","84","30","","","","37","84","30","","","","36","84","29","","","","36","84","28","","","","35","83","28","","","","35","83","27","","","","34","83","27","","","","34","83","27","","","","34","83","27","","","","34","83","27","","","","34","83","27","","",""
"Paraguay","100","100","99","64","72","51","99","100","97","63","72","50","97","99","94","62","72","48","96","99","92","62","71","47","95","98","89","61","71","45","93","98","86","60","71","44","92","98","83","59","71","42","90","97","80","58","70","41","89","97","78","58","70","40","88","97","75","57","70","38","86","96","72","56","70","37","85","96","69","55","69","35","83","96","67","54","69","34","82","95","64","53","69","32","80","95","61","52","68","31","79","94","58","51","68","30","77","94","56","50","68","28","75","94","53","49","68","27"
"Peru","91","96","76","50","59","21","91","95","74","50","59","20","90","95","73","50","59","20","89","95","71","50","58","20","89","95","70","49","58","19","88","94","68","49","58","19","88","94","67","49","58","18","87","94","66","48","58","18","87","94","64","48","58","18","86","93","63","48","58","17","85","93","61","48","57","17","85","93","60","47","57","16","84","93","58","47","57","16","83","92","57","47","57","16","83","92","56","46","57","15","82","92","54","46","57","15","81","92","53","45","57","14","81","92","51","45","57","14"
"Philippines","94","98","90","47","61","34","93","97","89","46","61","33","93","97","89","46","61","33","92","97","88","46","61","33","92","97","87","46","61","33","91","96","87","46","61","33","91","96","86","45","61","32","90","96","85","45","61","32","90","95","85","45","61","32","89","95","84","45","61","32","89","95","84","45","60","32","88","95","83","45","60","31","88","94","82","44","60","31","87","94","82","42","59","28","87","94","81","40","57","26","86","93","80","38","55","24","86","93","80","36","53","22","86","93","79","36","53","21"
