NY	New York	11.2	6.33333333333
GA	Macon	16.6	4.66666666667
PA	Philadelphia	13.2	4.0
MI	Detroit	17.6	3.66666666667
GA	Savannah	14.0	1.33333333333
PA	Pittsburgh	11.0	2.66666666667
MD	Baltimore	14.0	4.66666666667
NY	Buffalo	12.8	3.0
OH	Cincinnati	13.8	1.33333333333
PA	Erie	11.7	2.66666666667
NC	Charlotte	10.3	4.0
SC	Charleston	9.8	2.33333333333
GA	Augusta	14.4	1.33333333333
GA	Columbus	13.3	2.0
GA	Atlanta	13.5	5.0
GA	Albany	15.9	2.0
IN	Indianapolis	11.2	2.0
KY	Louisville	11.4	3.0
OH	Columbus	12.4	2.66666666667
OH	Youngstown	16.2	1.33333333333
NY	Rochester	13.3	2.33333333333
KY	Lexington	10.8	2.66666666667
OH	Dayton	15.9	3.66666666667
SC	Columbia	13.2	2.33333333333
OH	Toledo	13.3	3.0
NC	Wilmington	9.5	3.66666666667
MI	Lansing	11.6	1.66666666667
NY	Syracuse	11.8	4.66666666667
TN	Knoxville	11.2	2.33333333333
FL	Jacksonville	10.6	3.0
TN	Chattanooga	12.6	4.0
IN	Lafayette	9.7	4.66666666667
FL	Gainesville	10.1	5.0
TX	Corpus Christi	12.6	3.33333333333
IL	Chicago	12.4	4.33333333333
KS	Topeka	10.8	1.0
MO	St. Louis	13.8	4.0
IL	Rockford	11.2	2.0
LA	Shreveport	12.7	4.0
MO	Kansas City	11.5	4.66666666667
WI	Milwaukee	13.1	2.66666666667
TX	Houston	13.0	4.33333333333
MO	Springfield	10.0	4.0
LA	New Orleans	13.0	4.33333333333
IA	Sioux City	9.7	3.33333333333
AL	Birmingham	16.1	2.66666666667
TX	Amarillo	10.4	5.33333333333
TX	Austin	9.7	2.66666666667
MO	St. Joseph	9.9	-1.33333333333
TN	Memphis	14.9	1.0
TX	San Antonio	13.8	6.66666666667
LA	Lafayette	10.6	3.0
LA	Lake Charles	12.7	1.33333333333
IN	Evansville	10.5	3.33333333333
OK	Oklahoma City	10.9	5.0
TX	Lubbock	10.9	4.66666666667
NE	Omaha	9.4	2.66666666667
TN	Nashville	11.3	3.0
TX	San Angelo	11.3	2.0
WI	Madison	7.6	2.0
OK	Tulsa	11.1	0.0
LA	Baton Rouge	12.6	-0.333333333333
MS	Jackson	15.1	4.0
AR	Jonesboro	10.3	6.33333333333
AK	Anchorage	8.2	7.0
HI	Honolulu	9.1	3.66666666667
TX	Laredo	16.8	2.0
CO	Denver	7.7	3.66666666667
AZ	Phoenix	10.2	5.0
MT	Missoula	7.4	0.0
SD	Rapid City	8.2	6.0
TX	El Paso	14.9	4.0
UT	Salt Lake City	9.1	4.66666666667
CA	Bakersfield	10.9	5.0
OR	Eugene	7.9	3.0
CA	Los Angeles	11.7	6.0
NV	Reno	8.8	3.33333333333
OR	Portland	8.6	8.0
OR	Bend	7.4	1.33333333333
CA	San Diego	9.5	5.66666666667
NV	Las Vegas	10.8	3.66666666667
WA	Spokane	9.0	3.66666666667
